ObjectID,GlobalID,quadphotos_VisitCode,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,Unit_Plot,BEST_Treat,Species,StartCM,EndCM,Length_m,HeightClass,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor,,,
1190,237953b0-8a7c-4f98-8ad3-7d2baaf3cbf7,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,SYRO,2978,3000,0.22,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2884,CHECK
2387,d820af79-4018-4e67-b553-5fb3a752104e,42,LonePine,Pre,LTR,No,BEST,,42,BEST42,90_BA,AMAL2,116,182,0.66,a,,06c5eb00-229f-4463-9b85-7341b3e4f9b6,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,-1474,NA
1181,990d960e-2738-4810-a933-0f2e8e5ee616,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,SYRO,1656,1674,0.18,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1409,CHECK
1160,b1c663a1-935c-4389-89b4-7f5f4b18cd6c,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,QUGA,265,282,0.17,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-779,NA
1172,27387d9f-c123-44ae-9f94-575bc5302050,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,SYRO,1061,1078,0.17,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,523,CHECK
2474,b840293b-b869-40a2-9926-b242b4f407c2,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,PRVI,555,621,0.66,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-608,NA
1179,f8f9878e-fba1-4a2e-be31-ba4d0f1099d8,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,1229,1295,0.66,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1177,CHECK
1159,db12df97-de35-456d-ba7d-a2e05138bbc4,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,QUGA,118,132,0.14,b,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2066,NA
1833,79437bb7-5cc1-462e-b011-f2228be2559b,26,LonePine,Pre,Control,Yes,BEST,,26,BEST26,NA,AMAL2,2198,2265,0.67,b,,8916347b-d72a-4564-9093-d26020941c92,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-124,NA
1787,4a493296-f5f8-4d50-8645-2920ab2ab137,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,AMAL2,2389,2456,0.67,a,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,1874,CHECK
1165,34b7d814-c99d-43de-8aab-3bb1b2363e79,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,SYRO,582,590,0.08,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,468,CHECK
1158,16dd6aba-f9ed-45db-94da-9da96e755dc3,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,SYRO,122,124,0.02,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2506,NA
1153,23c02a35-43dd-4814-aa7a-c6f976d4a589,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,2630,3000,3.7,b,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2272,CHECK
1128,cd05002c-a1cd-47a0-820a-5e53f948072f,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,728,1015,2.87,b,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,619,CHECK
1122,e9b1c613-c4c6-4580-92f0-f9c847e5204d,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,396,642,2.46,b,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,65,CHECK
4816,52885e89-4d6f-41e4-9460-814cf5016d4e,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,AMAL2,577,644,0.67,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,395,CHECK
1218,8d91acaa-adbd-4dd7-b20f-9e92da6fa4f4,56,LonePine,Pre,LTR,Yes,BEST,,56,BEST56,70_BA,AMAL2,249,318,0.69,a,,824f0609-8a50-4016-8354-08ce2db21c3f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-182,NA
1987,3e61e15b-1990-4148-81f2-6cda85d17b8c,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,AMAL2,500,570,0.7,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-2140,NA
2001,98639986-604c-477a-a438-79647a0bdcd0,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,AMAL2,2710,2780,0.7,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,1947,CHECK
1130,ad05f1b1-fa57-46c2-932b-2fce09066f79,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,833,905,0.72,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-655,NA
2469,e7687b53-036c-48b1-aa46-ca99606cec72,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,AMAL2,1560,1633,0.73,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1613,CHECK
1767,f7c66005-c6cb-4840-acc2-eff1d553395f,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,AMAL2,20,94,0.74,a,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-2351,NA
1685,759399f6-70c1-406c-a6ac-ccf46bfa015f,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,PRVI,2445,2521,0.76,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1765,CHECK
1169,4c3a4c30-f98f-4d2b-b534-89210f0c3b05,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,756,832,0.76,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,81,CHECK
930,e7bf2fab-8342-4cd1-9207-84ee0d02e5a9,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,AMAL2,751,827,0.76,b,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1505,NA
1149,1a17eaf0-0725-45bc-b71b-38bd857b5486,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,2332,2385,0.53,b,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1203,CHECK
1137,ca9ce378-7674-4569-a441-e46565777e74,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,1182,1232,0.5,b,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1261,NA
2364,3d5b8ef0-7f5d-418a-872c-a9e2d82c1bbb,40,LonePine,Pre,LTR,No,BEST,,40,BEST40,90_BA,AMAL2,2493,2570,0.77,a,,1b9fc889-9688-46d2-afdb-999ea883c595,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,662,CHECK
1142,eb8e819e-939b-452a-8fba-2ae8e7ac0538,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,1908,1956,0.48,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1571,CHECK
1120,13c752d6-5798-47fd-93e4-8ac465d4ee0b,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,385,462,0.77,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,186,CHECK
1197,5a999fc7-de13-414b-9c5c-df4075d5fee9,55,LonePine,Pre,LTR,Yes,BEST,,55,BEST55,70_BA,AMAL2,276,356,0.8,a,,a77ff22a-4c78-4265-80be-56728a167a23,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2564,NA
1071,3681a70d-a81a-47a0-ac6a-3fce4383831e,65,LonePine,Pre,LTR,Yes,BEST,,65,BEST65,90_BA,AMAL2,2920,3000,0.8,b,,7d0fd481-d2be-4150-98d2-9490590705ef,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1988,CHECK
1701,8dd5eba8-985b-46ab-bc2f-2e56c3259f54,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,AMAL2,1012,1095,0.83,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,660,CHECK
2464,95b349ab-d183-4c20-a737-9a456433b6de,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,AMAL2,435,518,0.83,b,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-2287,NA
956,bf2168cf-a98a-4295-9ca0-22c5712489f7,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,AMAL2,2805,2888,0.83,b,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1796,CHECK
1134,05ccbcad-b135-42ac-a5f7-7562bd080713,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,1092,1118,0.26,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,361,CHECK
1129,6d15e5fe-3f38-4957-94d0-5a223125efa1,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,757,781,0.24,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-554,NA
2483,17b05499-40ab-42eb-b4e4-55d3b45892b0,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,AMAL2,1335,1419,0.84,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1191,CHECK
1815,15c5d586-924e-40a1-b797-43f07e80ef99,26,LonePine,Pre,Control,Yes,BEST,,26,BEST26,NA,AMAL2,228,313,0.85,a,,8916347b-d72a-4564-9093-d26020941c92,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-1019,NA
1808,be28fa68-0520-411a-8ab7-4c30c5b5248b,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,AMAL2,1332,1418,0.86,a,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,135,CHECK
1139,42558ebc-c883-4759-9986-b184c78a5a2b,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,1283,1300,0.17,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-249,NA
2206,4338ede9-af28-44db-b00d-5138bd730ce6,37,LonePine,Pre,Control,Yes,BEST,,37,BEST37,NA,PRVI,1549,1635,0.86,a,,b5b2f0fa-48ce-4206-ae9c-dc9b2b3d8507,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-757,NA
1150,4ca8fb89-d34c-4770-b390-381e2c016b43,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,2392,2406,0.14,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1833,CHECK
1124,0888f80b-46d3-4772-b78d-cc89ee7dad03,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,573,586,0.13,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,138,CHECK
1121,78fd8aef-8098-4bdd-ba26-8b71df4e0b1c,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,QUGA,448,460,0.12,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-212,NA
1126,0b9a9413-287d-4f22-bdfb-0fd7f00746ad,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,672,684,0.12,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-490,NA
1136,0bb86517-21a8-4651-a267-04cdf9eb6fd9,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,1174,1185,0.11,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,675,CHECK
1272,8906c911-6c63-4d9b-b789-a82f2a5cbd0c,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,AMAL2,510,596,0.86,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1649,NA
1147,47d06a81-9692-4925-a74c-d3f2d0734954,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,SYRO,2245,2255,0.1,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-656,NA
1691,0a6513d5-cc88-4536-b5d5-695fb75768bc,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,2911,3000,0.89,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2349,CHECK
965,d1f19d7f-51d0-48b1-af9a-35797cf3dbad,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,651,836,1.85,b,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-150,NA
970,fc006a44-30a9-4e0a-abcf-2c20deab0202,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,986,1112,1.26,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1771,NA
987,a7c05212-5e40-4611-9780-b29a7b555128,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2883,3000,1.17,b,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,221,CHECK
982,c54fe23d-2461-47db-aa29-47582c8f1c87,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2779,2884,1.05,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,719,CHECK
1010,a55a3860-3af6-4907-9d48-1bfc1397433b,62,LonePine,Pre,LTR,Yes,BEST,,62,BEST62,90_BA,AMAL2,2165,2254,0.89,a,,5fd51b41-530b-43bb-805d-8aabef1adfc9,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1387,CHECK
969,8be3d908-fa0e-4881-ae2d-c7dd6856e96a,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,867,962,0.95,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,420,CHECK
963,c1e07623-ae58-4b1f-ac2d-19da7e4b76fd,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,542,631,0.89,b,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,3,CHECK
964,ce9f6806-e4d4-4278-8799-4758da6d93bf,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,628,705,0.77,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2205,NA
4797,105aac11-109f-4350-b7ff-d374167d94fa,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,AMAL2,2910,3000,0.9,b,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,751,CHECK
976,e83829f2-b633-4bb3-8f8f-c21e08ee9b9a,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2249,2313,0.64,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,267,CHECK
974,d6bf5b29-50f4-456d-9456-c1f4f5b449db,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2046,2106,0.6,b,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1968,CHECK
961,f16079d1-737c-4a36-bd42-68fdd2895790,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,138,191,0.53,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2027,NA
975,8d709dfe-24b2-4124-92f4-8f2c11e8d561,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,SYRO,2218,2260,0.42,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-631,NA
986,6fa9dacb-b88c-4647-a5a9-e68f1c5b68d8,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2891,2923,0.32,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,18,CHECK
988,a726c883-506c-49e8-8bea-90e4a3e8ef04,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,SYRO,2905,2931,0.26,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2644,CHECK
1607,9a1d31fd-aa17-463f-b87e-8d69ccd32b78,54,LonePine,Pre,LTR,No,BEST,,54,BEST54,70_BA,AMAL2,287,378,0.91,a,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1183,NA
1180,93b55e0e-722f-459c-abe8-5eace30411f7,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,1561,1652,0.91,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1308,NA
989,6aa3e920-963d-4ea2-8c54-37c375ccd8c3,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,SYRO,2960,2978,0.18,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,#REF!,#REF!
959,0d1a1b8e-da25-4f36-a6f1-8540544a321a,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,AMAL2,2908,3000,0.92,a,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,257,CHECK
980,991f8d0d-337d-415d-a3e9-263ba9d554ad,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2743,2760,0.17,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2425,CHECK
962,a709f7cb-6108-4cb1-81f5-4d8ad531b330,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,335,351,0.16,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1374,NA
4805,01835cf2-0972-4307-82bd-d701e49e569a,35,LonePine,Pre,Control,Yes,BEST,,35,BEST35,NA,AMAL2,1725,1818,0.93,a,,f8b27263-13f2-4f09-9ccb-fb6df6868a13,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-1023,NA
978,46d082fb-834a-4ab5-ad62-257cd5c36380,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2841,2855,0.14,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-15,NA
985,d70486c8-6399-4553-bb69-bca13238f332,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,SYRO,2870,2883,0.13,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1765,CHECK
971,7d630bca-0011-4f94-84cd-7cfc655be472,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,1118,1130,0.12,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1353,NA
1720,59e8a0b0-6950-4e16-a903-46ea545db849,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,AMAL2,2483,2577,0.94,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-99,NA
979,729b306a-371a-4627-b8d9-e17eb194eea5,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,QUGA,2676,2683,0.07,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,135,CHECK
1635,7c95cb36-aa37-40d6-bc38-d364d620bd3d,54,LonePine,Pre,LTR,No,BEST,,54,BEST54,70_BA,AMAL2,2548,2642,0.94,a,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1830,CHECK
967,aaabc128-8e9d-4366-aac3-ab55c45c7a3e,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,SYRO,812,816,0.04,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1777,NA
1721,3606a66b-14a3-4e25-aff9-57411c1c327f,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,AMAL2,2593,2688,0.95,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1837,CHECK
933,9ecf8e69-6fe3-44ae-ac6f-0a3f8b092641,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,QUGA,851,947,0.96,b,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1904,NA
1189,da405a6f-2ca1-4421-96e2-ee15f2f9238a,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,2851,2949,0.98,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1689,CHECK
1992,a4c43940-37cf-4ff4-96f0-663cbe64a250,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,AMAL2,1260,1360,1,b,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-1211,NA
1788,f94eaa72-00e3-4090-93f8-7f826eaab38f,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,AMAL2,2571,2672,1.01,a,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,1697,CHECK
935,a1da8204-904a-421b-a02b-efec8eb0554f,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,QUGA,975,1040,0.65,a,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,568,CHECK
1123,b08a1436-00c5-471e-b252-cb501421f408,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,472,573,1.01,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2324,NA
1644,b5b0f157-2c53-49ae-95da-43f72fce9e84,54,LonePine,Pre,LTR,No,BEST,,54,BEST54,70_BA,AMAL2,2897,3000,1.03,a,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2993,CHECK
960,07336fa6-7963-49f0-83d1-4e09d9c14171,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,AMAL2,7,110,1.03,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1232,NA
1669,25cc70fe-0c76-4b98-8067-548c311389a8,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,1342,1448,1.06,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1062,NA
